ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
SWDC,small_airport,Fazenda Arco-Íris Airport,"-53.57833481, -16.93833351",2516,SA,BR,BR-MT,Alto Garças,SWDC,,
SWDE,small_airport,Fazenda Piratininga Airport,"-50.33222198, -12.82194424",722,SA,BR,BR-GO,São Miguel Do Araguaia,SWDE,,
SWDF,small_airport,Fazenda Braço Forte Airport,"-55.04222107, -9.524999619",1417,SA,BR,BR-MT,Novo Mundo,SWDF,,
SWDG,small_airport,Fazenda São José Airport,"-49.164722, -21.744444",1509,SA,BR,BR-SP,Reginópolis,SWDG,,
SWDI,small_airport,Dois Irmãos Airport,"-49.33388901, -11.73361111",771,SA,BR,BR-TO,Peixe,SWDI,,
SWDJ,small_airport,Fazenda Duas Âncoras - Seção JAÓ Airport,"-52.03666687, -14.85750008",886,SA,BR,BR-MT,Barra Do Garças,SWDJ,,
SWDK,small_airport,Fazenda Dona Olga Airport,"-61.16860962, -13.01972198",680,SA,BR,BR-RO,Colorado D`Oeste,SWDK,,
SWDM,small_airport,Diamantino Airport,"-56.40039825, -14.37689972",1476,SA,BR,BR-MT,Diamantino,SWDM,DMT,SWDM
SWDN,small_airport,Dianópolis Airport,"-46.84669876, -11.59539986",2001,SA,BR,BR-TO,Dianópolis,SWDN,DNO,
SWDO,small_airport,Rosário do Leste Airport,"-56.41722107, -14.81694412",699,SA,BR,BR-MT,Rosário Do Leste,SWDO,,
SWDP,heliport,Haras da Mata Heliport,"-47.92417, -23.175",2064,SA,BR,BR-SP,Cesário Lange,SWDP,,SWDP
SWDQ,small_airport,Fazenda Saltos do Poente Airport,"-55.27111053, -16.43583298",1352,SA,BR,BR-MT,Santo Antônio Do Leverger,SWDQ,,
SWDS,small_airport,Fazenda Favo de Mel Airport,"-59.30555725, -15.66083336",846,SA,BR,BR-MT,Pontes E Lacerda,SWDS,,
SWDT,small_airport,Fazenda Pioneira Airport,"-57.70055771, -14.2836113",2178,SA,BR,BR-MT,Diamantino,SWDT,,
SWDU,small_airport,Diauarum Airport,"-53.11722183, -11.0336113",820,SA,BR,BR-MT,Barra Do Garças,SWDU,,
SWDV,small_airport,Descalvados Airport,"-57.76388931, -16.73472214",361,SA,BR,BR-MT,Cáceres,SWDV,,
SWDW,small_airport,Divisão Airport,"-56.16722107, -13.11694431",1345,SA,BR,BR-MT,Diamantino,SWDW,,
SWDY,small_airport,Fazenda Água Fria Airport,"-50.37749863, -14.75472164",1175,SA,BR,BR-GO,Nova Crixás,SWDY,,
SWDZ,small_airport,Fazenda Água Limpa Airport,"-58.53027725, -15.28944397",1181,SA,BR,BR-MT,Indiavaí,SWDZ,,
SWE,small_airport,Siwea Airport,"147.580833, -6.284639",5960,OC,PG,PG-MPL,Siwea,AYEW,SWE,SIW
SWEB,small_airport,Fazenda Araúna Airport,"-58.0261116, -11.56750011",951,SA,BR,BR-MT,Juara,SWEB,,
SWEC,small_airport,Estância das Cascatas Airport,"-52.09560013, -15.89669991",1017,SA,BR,BR-GO,Aragarças,SWEC,ARS,SWEC
SWED,small_airport,Fazenda Eldorado Airport,"-49.12166595, -7.757222176",686,SA,BR,BR-TO,Arapoema,SWED,,
SWEE,small_airport,Estirão do Equador Airport,"-71.56079865, -4.523779869",98,SA,BR,BR-AM,Atalaia Do Norte,SWEE,,SWEE
SWEF,small_airport,Fazenda Europa Airport,"-51.34, -14.80166667",899,SA,BR,BR-MT,Cocalinho,SWEF,,
SWEG,small_airport,Fazenda Duas Marias Airport,"-55.66916656, -16.83333206",446,SA,BR,BR-MT,Barão De Melgaço,SWEG,,
SWEI,small_airport,Eirunepé Airport,"-69.87979889, -6.639530182",412,SA,BR,BR-AM,Eirunepé,SWEI,ERN,SWEI
SWEJ,closed,Fazenda Marazul Airport,"-55.91830063, -16.53890038",479,SA,BR,BR-MT,Barao De Melgao,SWEJ,,
SWEK,small_airport,Canarana Airport,"-52.2705574, -13.57444382",1314,SA,BR,BR-MT,Canarana,SWEK,CQA,
SWEL,small_airport,Fazenda Santa Eulália Airport,"-51.91666794, -15.0583334",853,SA,BR,BR-MT,Araguaiana,SWEL,,
SWEM,small_airport,Emal - Empresa de Mineiração Aripuanã Ltda. Airport,"-54.00333405, -14.61888886",1837,SA,BR,BR-MT,Primavera Do Leste,SWEM,,
SWEN,small_airport,Estância Recanto Airport,"-56.10055542, -9.941944122",1017,SA,BR,BR-MT,Alta Floresta,SWEN,,
SWEO,small_airport,Itapara Sport Fishing Airport,"-61.54999924, 0.209721997",262,SA,BR,BR-RR,Rorainópolis,SWEO,,
SWEQ,closed,Fazenda Marazul III Airport,"-55.98669815, -16.59140015",505,SA,BR,BR-MT,Barão De Melgaço,,,
SWER,small_airport,Estância Santana Airport,"-56.0633316, -15.46972179",801,SA,BR,BR-MT,Cuiabá,SWER,,
SWES,closed,ESAT Aerotáxi Heliport,"-47.9, -15.79",3678,SA,BR,BR-DF,Brasília,SWES,,
SWET,small_airport,Fazenda Encantado Airport,"-58.79833221, -13.3166666",558,SA,BR,BR-MT,Sapezal,SWET,,
SWEU,small_airport,Ecotur Univini Park Airport,"-61.66059875, 0.801388979",266,SA,BR,BR-RR,Caracaraí,SWEU,,
SWEV,closed,Fazenda Piraim Airport,"-56.08750153, -16.25169945",446,SA,BR,BR-MT,Nossa Senhora Do Livramento,SWEV,,
SWEW,small_airport,Fazenda Felicidade Airport,"-58.63166809, -15.84222221",656,SA,BR,BR-MT,Porto Esperidião,SWEW,,
SWEX,small_airport,Fazenda Santa Escolastica Airport,"-54.45888901, -16.84666634",1145,SA,BR,BR-MT,Pedra Preta,SWEX,,
SWEY,small_airport,Fazenda Santa Fé Airport,"-48.90166855, -13.53499985",1197,SA,BR,BR-GO,Santa Tereza De Goias,SWEY,,
SWEZ,small_airport,Fazenda Santa Rita de Cássia Airport,"-56.48110962, -15.25027847",666,SA,BR,BR-MT,Jangada,SWEZ,,
SWFA,small_airport,Fazenda Pamplona Airport,"-47.61722183, -16.25055695",3281,SA,BR,BR-GO,Cristalina,SWFA,,
SWFC,small_airport,Fazenda Colorado Airport,"-54.84277725, -16.16722107",1191,SA,BR,BR-MT,Juscimeira,SWFC,,
SWFD,small_airport,Fazenda Tombador Airport,"-58.04805756, -11.71666718",863,SA,BR,BR-MT,Brasnorte,SWFD,,
SWFE,small_airport,Fazenda Colen Airport,"-56.11277771, -13.31444359",1345,SA,BR,BR-MT,Lucas Do Rio Verde,SWFE,,
SWFF,small_airport,Fazenda Figueira Branca Airport,"-54.83833313, -10.72361088",1001,SA,BR,BR-MT,Sinop,SWFF,,
SWFG,small_airport,Fazenda Guanabara Airport,"-51.67750168, -12.02999973",1116,SA,BR,BR-MT,Barra Do Garças,SWFG,,
SWFH,small_airport,Fazenda Manchete Airport,"-49.98083115, -9.746944427",640,SA,BR,BR-TO,Araguacema,SWFH,,
SWFJ,small_airport,Feijó Airport,"-70.35299683, -8.165579796",394,SA,BR,BR-AC,Feijó,SWFJ,FEJ,SWFJ
SWFK,small_airport,Fazenda Juquei Agropecuária Airport,"-48.23860931, -15.07472229",2297,SA,BR,BR-GO,Padre Bernardo,SWFK,,
SWFL,small_airport,Fazenda Peixe Bravo Airport,"-50.41722107, -10.11694431",656,SA,BR,BR-MT,Santa Terezinha,SWFL,,
SWFN,small_airport,Flores Airport,"-60.02111053, -3.072777987",203,SA,BR,BR-AM,Manaus,SWFN,,
SWFO,small_airport,Fazenda Bocaína Airport,"-56.71110916, -15.34638882",1037,SA,BR,BR-MT,Jangada,SWFO,,
SWFP,small_airport,Fazenda Paraíso Airport,"-52.03250122, -10.63888931",984,SA,BR,BR-MT,Porto Alegre Do Norte,SWFP,,
SWFQ,small_airport,Fazenda Alvorada Airport,"-48.67919922, -10.3920002",943,SA,BR,BR-TO,Porto Nacional,SWFQ,,SWFQ
SWFR,small_airport,Formosa Airport,"-47.34569931, -15.55510044",3166,SA,BR,BR-GO,Formosa,SWFR,,SWFR
SWFS,small_airport,Fazenda Sucuri Airport,"-54.93388748, -13.53138924",1575,SA,BR,BR-MT,Sinop,SWFS,,
SWFT,small_airport,Fazenda Santa Márcia Airport,"-52.14250183, -16.58083344",2822,SA,BR,BR-GO,Caiapônia,SWFT,,
SWFU,small_airport,Fortuna Airport,"-59.50055695, -16.1669445",866,SA,BR,BR-MT,Fortuna,SWFU,,
SWFW,small_airport,Fazenda Jangada Airport,"-51.90888977, -14.71722221",919,SA,BR,BR-MT,Barra Do Garças,SWFW,,
SWFX,small_airport,São Félix do Araguaia Airport,"-50.6896019, -11.63239956",650,SA,BR,BR-MT,São Félix Do Araguaia,SWFX,SXO,SWFX
SWFY,small_airport,Fazenda Ipê Airport,"-50.95055771, -9.966943741",718,SA,BR,BR-MT,Vila Rica,SWFY,,
SWFZ,small_airport,Serafino Ferruzzi Airport,"-56.67305756, -9.975556374",820,SA,BR,BR-MT,Alta Floresta,SWFZ,,
SWG,small_airport,Satwag Airport,"147.2791667, -6.139555556",4185,OC,PG,PG-MPL,Satwag,AYSW,SWG,SWG
SWGA,small_airport,Fazenda Guará Airport,"-60.01722336, -14.82250023",1378,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWGA,,
SWGE,small_airport,Fazenda Pirigara Airport,"-56.47805786, -17.00722122",344,SA,BR,BR-MT,Barão De Melgaço,SWGE,,
SWGF,small_airport,Hidrelétrica de Jirau Airport,"-64.623611, -9.288611",295,SA,BR,BR-RO,Porto Velho,SWGF,,SWGF
SWGH,small_airport,Fazenda Primavera Airport,"-57.61999893, -16.23805618",1299,SA,BR,BR-MT,Cáceres,SWGH,,
SWGI,small_airport,Gurupi Airport,"-49.13219833, -11.73960018",1148,SA,BR,BR-TO,Gurupi,SWGI,GRP,SWGI
SWGK,small_airport,Fazenda Sete Barras Airport,"-51.68861008, -12.55972195",801,SA,BR,BR-MT,Ribeirão Cascalheira,SWGK,,
SWGL,small_airport,Goálcool Airport,"-52.1044426, -18.39138985",2067,SA,BR,BR-GO,Serranópolis,SWGL,,
SWGM,small_airport,Ninho das Águias Airport,"-55.81472015, -15.48999977",2464,SA,BR,BR-MT,Cuiabá,SWGM,,
SWGN,small_airport,Araguaína Airport,"-48.2405014, -7.227869987",771,SA,BR,BR-TO,Araguaína,SWGN,AUX,SWGN
SWGO,small_airport,Goianésia Airport,"-49.13611221, -15.34000015",2303,SA,BR,BR-GO,Goianésia,SWGO,,
SWGP,small_airport,Palmeiras de Goiás Airport,"-49.87889862, -16.82690048",1995,SA,BR,BR-GO,Palmeiras De Goiás,SWGP,,SWGP
SWGQ,small_airport,Fazenda Monte Alegre Airport,"-57.35416794, -14.78083324",755,SA,BR,BR-MT,Nova Olímpia,SWGQ,,
SWGR,closed,Alto Garças Airport,"-53.54, -16.92",2707,SA,BR,BR-MT,Alto Garças,SWGR,,
SWGS,small_airport,Fazenda Divisa Airport,"-50.81999969, -9.791666985",755,SA,BR,BR-MT,Santana Do Araguaia,SWGS,,
SWGT,small_airport,Fazenda Nova Airport,"-50.213333, -17.188056",1844,SA,BR,BR-GO,Jandaia,SWGT,,SWGT
SWGU,small_airport,Fazenda Água Fria Airport,"-50.05472183, -12.39888859",738,SA,BR,BR-TO,Sandolândia,SWGU,,
SWGV,small_airport,Fazenda Cocal Airport,"-52.60777664, -12.80194378",1004,SA,BR,BR-MT,Água Boa,SWGV,,
SWGW,small_airport,Fazenda Santa Rita do Araguaia Airport,"-51.59860992, -15.43777847",1047,SA,BR,BR-GO,Jussara,SWGW,,
SWGX,heliport,Primavera Heliport,"-37.06416702, -10.95027828",128,SA,BR,BR-SE,Aracaju,SWGX,,
SWGZ,small_airport,Fazenda Guanabara Airport,"-57.26722336, -14.76694489",988,SA,BR,BR-MT,Nova Olímpia,SWGZ,,SWGZ
SWHA,small_airport,Fazenda Boa Esperança Soberbinho Airport,"-49.81638718, -14.64472198",1553,SA,BR,BR-GO,Guarinos,SWHA,,
SWHB,heliport,Brasex I Heliport,"-47.86805725, -15.85499954",3314,SA,BR,BR-DF,Brasília,SWHB,,
SWHE,small_airport,Agropecuária Cajabi Airport,"-54.5344429, -10.73444366",1352,SA,BR,BR-MT,Marvelândia,SWHE,,
SWHF,small_airport,Fazenda Frigovale I Airport,"-48.33388901, -10.48583317",860,SA,BR,BR-TO,Porto Nacional,SWHF,,
SWHG,small_airport,Santa Helena de Goiás Airport,"-50.5672226, -17.88388824",1591,SA,BR,BR-GO,Santa Helena De Goiás,SWHG,,SWHG
SWHI,heliport,Gold Meat Heliport,"-47.311667, -21.265",2680,SA,BR,BR-SP,Cajuru,SWHI,,SWHI
SWHJ,small_airport,Fazenda Bela Vista Airport,"-56.99111176, -10.0555563",899,SA,BR,BR-MT,Nova Monte Verde,SWHJ,,
SWHL,small_airport,Fazenda Marabá Airport,"-55.12166595, -15.27499962",2247,SA,BR,BR-MT,Campo Verde,SWHL,,
SWHN,small_airport,Fazenda Nossa Senhora de Fátima Airport,"-56.98110962, -10.15638924",853,SA,BR,BR-MT,Nova Monte Verde,SWHN,,
SWHO,small_airport,Gleba Oscar Americano I Airport,"-56.55055618, -11.5336113",1017,SA,BR,BR-MT,Porto Dos Gaúchos,SWHO,,
SWHP,small_airport,Fazenda Olhos D`água Airport,"-52.15222168, -14.01944447",1407,SA,BR,BR-MT,Água Boa,SWHP,,
SWHQ,small_airport,Fazenda Santa Cruz Airport,"-59.93916702, -15.18916702",1060,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWHQ,,
SWHS,small_airport,Fazenda São João Airport,"-50.38694382, -18.05333328",1729,SA,BR,BR-GO,Maurilândia,SWHS,,
SWHT,small_airport,Humaitá Airport,"-63.07210159, -7.532120228",230,SA,BR,BR-AM,Humaitá,SWHT,HUW,SWHT
SWHU,small_airport,Fazenda Izaura - Usina Cocal Airport,"-50.865278, -22.506667",1542,SA,BR,BR-SP,Racharia,SWHU,,SWHU
SWHY,small_airport,Fazenda Esperança I Airport,"-48.69, -4.13",285,SA,BR,BR-PA,Rondon Do Pará,SWHY,,
SWHZ,small_airport,Fazenda Taquaruçu Retiro Airport,"-55.9655571, -10.33861065",1010,SA,BR,BR-MT,Carlinda,SWHZ,,
SWIA,small_airport,Iaciara Airport,"-46.66939926, -14.10639954",1854,SA,BR,BR-GO,Iaciara,SWIA,0,
SWIB,small_airport,Fazenda Santa Laura Airport,"-54.9141655, -10.86277771",1096,SA,BR,BR-MT,Nova Santa Helena,SWIB,,
SWID,small_airport,Fazenda Indiara Airport,"-49.77489853, -13.3149004",909,SA,BR,BR-GO,São Miguel Do Araguaia,SWID,,SWID
SWIE,small_airport,Fazenda São Francisco Airport,"-50.00999832, -13.91944408",984,SA,BR,BR-GO,Mundo Novo,SWIE,,
SWIG,small_airport,Fazenda São José Airport,"-59.25222015, -15.01083279",879,SA,BR,BR-MT,Pontes E Lacerda,SWIG,,
SWII,small_airport,Ipiranga Airport,"-69.69400024, -2.939069986",131,SA,BR,BR-AM,Santo Antônio Do Içá,SWII,IPG,SWII
SWIJ,small_airport,Fazenda São Jorge Airport,"-54.82638931, -17.51805687",1683,SA,BR,BR-MT,Itiquira,SWIJ,,
SWIK,small_airport,Fazenda Vanguarda Airport,"-51.28388977, -14.91722202",935,SA,BR,BR-MT,Cocalinho,SWIK,,
SWIL,small_airport,Fazenda Tarumã Airport,"-54.34972382, -17.0158329",1499,SA,BR,BR-MT,Pedra Preta,SWIL,,
SWIM,small_airport,Fazenda Três Ranchos Airport,"-51.66972351, -16.12666702",1142,SA,BR,BR-GO,Montes Claros De Goiás,SWIM,,
SWIN,small_airport,Fazenda Itamarati Norte Airport,"-57.99530029, -14.24300003",2188,SA,BR,BR-MT,Campo Novo Do Parecis,SWIN,,SWIN
SWIO,small_airport,Fazenda Triângulo Airport,"-50.14166641, -17.62138939",1562,SA,BR,BR-GO,Edéia,SWIO,,
SWIP,small_airport,Ipameri Airport,"-48.16194534, -17.68722153",2729,SA,BR,BR-GO,Ipameri,SWIP,,
SWIR,heliport,CCN Torre Norte Heliport,"-43.208333, -22.911944",128,SA,BR,BR-RJ,Rio De Janeiro,SWIR,,
SWIU,small_airport,Madeirinha Airport,"-61.41749954, -9.846388817",476,SA,BR,BR-MT,Aripuanã,SWIU,,
SWIV,small_airport,Águia Branca do Paru Airport,"-53.26139069, -1.268056035",479,SA,BR,BR-PA,Almeirim,SWIV,,
SWIW,small_airport,Brigadeiro Eduardo Gomes Airport,"-56.03609848, -13.81719971",1398,SA,BR,BR-MT,Nova Mutum,SWIW,,SWIW
SWIX,small_airport,Fazenda Michelin Airport,"-54.73500061, -17.37416649",1640,SA,BR,BR-MT,Itiquira,SWIX,,
SWIY,small_airport,Santa Izabel do Morro Airport,"-50.66619873, -11.57229996",647,SA,BR,BR-TO,Cristalândia,SWIY,IDO,SWIY
SWJA,small_airport,Fazenda Juína Airport,"-59.08750153, -11.6427784",1100,SA,BR,BR-MT,Juína,SWJA,,
SWJB,small_airport,Fazenda Juba Airport,"-58.12833405, -14.74499989",1667,SA,BR,BR-MT,Tangará Da Serra,SWJB,,
SWJC,small_airport,Jaciara Airport,"-54.96861267, -15.97166729",1198,SA,BR,BR-MT,Jaciara,SWJC,,
SWJD,small_airport,Fazenda Genipapo Airport,"-46.67944336, -13.45222187",1279,SA,BR,BR-GO,São Domingos,SWJD,,
SWJE,small_airport,Fazenda Ibia Airport,"-52.32860947, -16.39694405",2634,SA,BR,BR-GO,Baliza,SWJE,,
SWJF,small_airport,Fazenda São Marcelo Airport,"-58.4944458, -10.23333263",840,SA,BR,BR-MT,Juruena,SWJF,,
SWJG,small_airport,Fazenda Jaraguá Airport,"-57.43388748, -14.48361111",1083,SA,BR,BR-MT,Arenápolis,SWJG,,
SWJI,small_airport,Ji-Paraná Airport,"-61.8465004, -10.87080002",598,SA,BR,BR-RO,Ji-Paraná,SBJI,JPR,
SWJJ,small_airport,Fazenda Januarinho Airport,"-57.50055695, -15.05027771",755,SA,BR,BR-MT,Salto Do Céu,SWJJ,,
SWJK,small_airport,Fazenda São Paulo Airport,"-51.33555603, -14.97638893",984,SA,BR,BR-GO,Britânia,SWJK,,
SWJL,small_airport,Fazenda Invernada Airport,"-51.25944519, -19.04111099",1345,SA,BR,BR-GO,Itajá,SWJL,,
SWJM,small_airport,Fazenda Bom Jesus Airport,"-46.5652771, -12.9663887",2067,SA,BR,BR-TO,Novo Alegre,SWJM,,
SWJN,small_airport,Juína Airport,"-58.70166779, -11.41944408",1083,SA,BR,BR-MT,Juína,SWJN,JIA,
SWJO,small_airport,Fazenda São Paulo - Retiro Santa Maria Airport,"-51.25444412, -15.14000034",984,SA,BR,BR-GO,Britânia,SWJO,,
SWJP,small_airport,Bittencourt Airport,"-69.42379761, -1.403929949",257,SA,BR,BR-AM,Japurá,SWJP,,SWJP
SWJQ,small_airport,Fazenda Colibri Airport,"-51.84583282, -20.22694397",1391,SA,BR,BR-MS,Selvíria,SWJQ,,
SWJR,small_airport,Fazenda União Airport,"-54.51555634, -11.94888878",1180,SA,BR,BR-MT,Santa Carmen,SWJR,,
SWJS,small_airport,Fazenda Samambaia Airport,"-51.26944351, -15.48611069",692,SA,BR,BR-GO,Jussara,SWJS,,
SWJT,small_airport,Fazenda Joatão Airport,"-52.61807251, -11.49398708",1165,SA,BR,BR-MT,São Félix Do Araguaia,SWJT,,
SWJU,small_airport,Juruena Airport,"-58.48944473, -10.30583286",525,SA,BR,BR-MT,Juruena,SWJU,JRN,
SWJV,small_airport,Palmeiras do Javari Airport,"-72.80999756, -5.127240181",394,SA,BR,BR-AM,Atalaia Do Norte,SWJV,,SWJV
SWJW,small_airport,Jataí Airport,"-51.77299881, -17.82990074",2529,SA,BR,BR-GO,Jataí,SWJW,JTI,SWJW
SWJX,small_airport,Fazenda das Perobas Airport,"-44.15777969, -19.50222206",2762,SA,BR,BR-MG,Prudente De Morais,SWJX,,
SWJY,small_airport,Fazenda Campo Alegre III Airport,"-53.73444366, -16.84472275",2625,SA,BR,BR-MT,Alto Garças,SWJY,,
SWJZ,small_airport,Fazenda Morro Vermelho Airport,"-54.53388977, -15.98138905",1654,SA,BR,BR-MT,Juscimeira,SWJZ,,
SWKA,small_airport,Fazenda Canadá Airport,"-51.25722122, -15.59527779",951,SA,BR,BR-GO,Jussara,SWKA,,
SWKB,small_airport,Fazenda Campina Airport,"-67.4458313, -9.142499924",699,SA,BR,BR-AM,Boca Do Acre,SWKB,,
SWKC,small_airport,Cáceres Airport,"-57.62990189, -16.04360008",492,SA,BR,BR-MT,Cáceres,SWKC,CCX,SWKC
SWKE,small_airport,Cobrape Airport,"-49.84222, -11.50861",656,SA,BR,BR-TO,Formoso Do Araguaia,SWKE,,
SWKG,small_airport,Fazenda Água Limpa Airport,"-54.7519455, -13.40722179",1623,SA,BR,BR-MT,Nova Ubiratã,SWKG,,
SWKH,small_airport,Fazenda Floresta Airport,"-55.13277817, -15.2211113",2050,SA,BR,BR-MT,Campo Verde,SWKH,,
SWKJ,small_airport,Fazenda Mutum Airport,"-54.60833359, -15.39805603",1821,SA,BR,BR-MT,Dom Aquino,SWKJ,,
SWKK,closed,Old Cacoal Airport,"-61.48, -11.43",640,SA,BR,BR-RO,Cacoal,,,
SWKL,small_airport,Fazenda Primavera do Terebinto Airport,"-61.99611282, -12.55777836",590,SA,BR,BR-RO,Alto Alegre Dos Parecis,SWKL,,
SWKM,small_airport,Aero Agrícola Rondon Airport,"-57.50416565, -14.64416695",1390,SA,BR,BR-MT,Tangará Da Serra,SWKM,,
SWKO,small_airport,Coari Airport,"-63.13259888, -4.134059906",131,SA,BR,BR-AM,Coari,SWKO,CIZ,SWKO
SWKP,small_airport,Chácara Veneza Airport,"-59.28527832, -15.24250031",866,SA,BR,BR-MT,Pontes E Lacerda,SWKP,,
SWKQ,small_airport,Serra da Capivara Airport,"-42.644444, -9.082778",1362,SA,BR,BR-PI,São Raimundo Nonato,SWKQ,,
SWKR,small_airport,Fazenda Mangue Che II Airport,"-51.58527756, -18.67000008",1752,SA,BR,BR-GO,Itarumã,SWKR,,
SWKT,small_airport,Catalão Airport,"-47.89970016, -18.21680069",2612,SA,BR,BR-GO,Catalão,SWKT,TLZ,SWKT
SWKU,small_airport,Cucuí Airport,"-66.84179688, 1.120609999",274,SA,BR,BR-AM,São Gabriel Da Cachoeira,SWKU,,SWKU
SWKV,small_airport,Fazenda Beira Rio Airport,"-55.85833359, -10.90083313",1096,SA,BR,BR-MT,Itaúba,SWKV,,
SWKX,small_airport,Corixá Airport,"-58.31719971, -16.38360023",394,SA,BR,BR-MT,Cáceres,SWKX,0,
SWKY,small_airport,Fazenda Recanto da Cachoeira Airport,"-47.47305679, -20.33972168",3064,SA,BR,BR-SP,Cristais Paulista,SWKY,,
SWKZ,small_airport,Fazenda Cerejal Airport,"-58.25944519, -11.71749973",984,SA,BR,BR-MT,Brasnorte,SWKZ,,
SWLA,small_airport,Fazenda Amália Airport,"-58.63166809, -11.88472176",1030,SA,BR,BR-MT,Juína,SWLA,,
SWLB,small_airport,Lábrea Airport,"-64.76950073, -7.278969765",190,SA,BR,BR-AM,Lábrea,SWLB,LBR,SWLB
SWLC,small_airport,General Leite de Castro Airport,"-50.95611191, -17.83472252",2464,SA,BR,BR-GO,Rio Verde,SWLC,RVD,SWLC
SWLD,small_airport,Porto Cajueiro Airport,"-45.3386116, -14.88583279",2510,SA,BR,BR-MG,Januária,SWLD,,
SWLE,small_airport,Pontes e Lacerda Airport,"-59.34111023, -15.23111057",1148,SA,BR,BR-MT,Pontes E Lacerda,SWLE,,
SWLF,small_airport,Fazenda Dona Laura Airport,"-58.20888901, -15.62027836",725,SA,BR,BR-MT,São José Dos Quatro Marcos,SWLF,,
SWLG,small_airport,Recanto Airport,"-51.905556, -12.999444",1335,SA,BR,BR-MT,Ribeirão Cascalheira,SWLG,,
SWLI,small_airport,Fazenda Liberdade Airport,"-56.46611023, -17.00805664",361,SA,BR,BR-MT,Barão De Melgaço,SWLI,,
SWLK,small_airport,Fazenda Conceição Airport,"-58.21527863, -11.00027847",1164,SA,BR,BR-MT,Juara,SWLK,,
SWLM,small_airport,Fazenda Excalibur Airport,"-60.36639023, -15.29444408",971,SA,BR,BR-MT,Vila Bela Da Santíssima Trindade,SWLM,,
SWLN,small_airport,Fazenda Franciosi Airport,"-58.47277832, -13.43222237",1837,SA,BR,BR-MT,Sapezal,SWLN,,
SWLO,heliport,Hospital São José Heliport,"-49.08388901, -26.48805618",197,SA,BR,BR-SC,Jaraguá Do Sul,SWLO,,
SWLP,small_airport,Fazenda Rosa - Paralelo 10 Airport,"-61.22972107, -9.968610764",535,SA,BR,BR-MT,Aripuanã,SWLP,,
SWLR,small_airport,Fazenda Miura Airport,"-59.65722275, -15.44055557",820,SA,BR,BR-MT,Pontes E Lacerda,SWLR,,
SWLT,small_airport,Fazenda Tatiana Airport,"-54.16722107, -10.43388939",1197,SA,BR,BR-MT,Marcelândia,SWLT,,
SWLV,small_airport,Santo Antônio do Lerverger Airport,"-56.08739853, -15.85340023",544,SA,BR,BR-MT,Santo Antônio Do Leverger,SWLV,,SWLV
SWLW,heliport,Grupo Tático Aéreo Heliport,"-44.279444, -2.496389",89,SA,BR,BR-MA,São Luís,SWLW,,
SWMA,small_airport,Aero Agrícola Fulanete Airport,"-46.26666641, -11.83361053",2828,SA,BR,BR-BA,Barreiras,SWMA,,
SWMB,small_airport,Fazenda Marimbondo Airport,"-49.58833313, -17.97722244",2165,SA,BR,BR-GO,Goiatuba,SWMB,,
SWMC,small_airport,Capão da Cruz Airport,"-47.88777924, -21.45833206",1936,SA,BR,BR-SP,Luís Antônio,SWMC,,
SWMD,heliport,Francisca Mendes Heliport,"-59.96389008, -3.026110888",331,SA,BR,BR-AM,Manaus,SWMD,,
SWME,small_airport,Mineiros Airport,"-52.55670166, -17.55139923",2707,SA,BR,BR-GO,Mineiros,SWME,,SWME
SWMG,small_airport,Fazenda Caraíbas Airport,"-46.77500153, -13.38555622",1637,SA,BR,BR-GO,Monte Alegre De Goiás,SWMG,,
SWMH,small_airport,Fazenda Bom Pastor Airport,"-51.01777649, -15.54222202",895,SA,BR,BR-GO,Itapirapuã,SWMH,,
SWMJ,small_airport,Pousada Xaraés Airport,"-56.95999908, -19.49583244",318,SA,BR,BR-MS,Corumbá,SWMJ,,
SWMK,small_airport,Maturacá Airport,"-66.11509705, 0.628269017",354,SA,BR,BR-AM,São Gabriel Da Cachoeira,SWMK,,SWMK
SWML,small_airport,Monte Alegre de Goiás Airport,"-46.87138748, -13.24972153",1821,SA,BR,BR-GO,Monte Alegre De Goiás,SWML,,
SWMM,small_airport,Buritizal Agropastoril Ltda Airport,"-60.67499924, -9.30027771",432,SA,BR,BR-MT,Aripuanã,SWMM,,
SWMN,small_airport,Fazenda Forquilha Airport,"-50.83666611, -15.2163887",1076,SA,BR,BR-GO,Matrinchã,SWMN,,
SWMO,small_airport,Fazenda Maria José Airport,"-54.74222183, -17.45277786",1716,SA,BR,BR-MT,Itiquira,SWMO,,
SWMQ,small_airport,Fazenda Muiraquitã Airport,"-60.55055618, -10.41694355",367,SA,BR,BR-MT,Aripuanã,SWMQ,,
SWMR,small_airport,Morro Redondo Airport,"-48.08388901, -14.25055599",2067,SA,BR,BR-GO,Morro Redondo,SWMR,,
SWMT,small_airport,Fazenda Centro da Mata Airport,"-54.82777786, -12.65777779",1214,SA,BR,BR-MT,Nova Ubiratã,SWMT,,
SWMU,small_airport,Surumu Airport,"-60.70059967, 4.316390038",1640,SA,BR,BR-RR,Pacaraima,SWMU,,
SWMV,small_airport,Paa-Piu Airport,"-62.95059967, 2.726939917",984,SA,BR,BR-RR,Mucajaí,SWMV,,
